feature,mean_signed_shap,mean_abs_shap,direction,class
"IBRD loans and IDA credits (DOD, current US$)",-0.03005941,0.03005941,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",-0.030266773,0.030266773,reduces_default_risk,DEFAULT_LC_DEFAULT
Net domestic credit (current LCU),-0.030318325,0.030318325,reduces_default_risk,DEFAULT_IMF
Net foreign assets (current LCU),-0.03048509,0.03048509,reduces_default_risk,DEFAULT_FC_BANK_LOANS
High-technology exports (current US$),-0.030534418,0.030534418,reduces_default_risk,DEFAULT_CHINA
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",-0.030580603,0.030580603,reduces_default_risk,DEFAULT_IBRD
"Pupil-teacher ratio, lower secondary",-0.030713953,0.030713953,reduces_default_risk,DEFAULT_IMF
"Unemployment, female (% of female labor force) (national estimate)",-0.030768424,0.030768424,reduces_default_risk,DEFAULT_LC_DEFAULT
GDP deflator (base year varies by country),-0.030826407,0.030826407,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Domestic general government health expenditure per capita (current US$),-0.030853815,0.030853815,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"People using at least basic drinking water services, urban (% of urban population)",-0.03098599,0.03098599,reduces_default_risk,DEFAULT_LC_DEFAULT
Secure Internet servers (per 1 million people),-0.031359658,0.031359658,reduces_default_risk,DEFAULT_PARIS_CLUB
Taxes less subsidies on products (current LCU),-0.032073654,0.032073654,reduces_default_risk,DEFAULT_FC_BANK_LOANS
Public credit registry coverage (% of adults),-0.03208383,0.03208383,reduces_default_risk,DEFAULT_LC_DEFAULT
Consumer price index (2010 = 100),-0.03216086,0.03216086,reduces_default_risk,DEFAULT_FC_BANK_LOANS
"Time required to start a business, female (days)",-0.03227475,0.03227475,reduces_default_risk,DEFAULT_FC_BANK_LOANS
Political Stability and Absence of Violence/Terrorism: Standard Error,-0.03253024,0.03253024,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"Secondary education, pupils (% female)",-0.03295845,0.03295845,reduces_default_risk,DEFAULT_PARIS_CLUB
"Employment in industry, male (% of male employment) (modeled ILO estimate)",-0.033115175,0.033115175,reduces_default_risk,DEFAULT_FC_BONDS
Time required to obtain an operating license (days),-0.03335239,0.03335239,reduces_default_risk,DEFAULT_LC_DEFAULT
"Net financial flows, RDB nonconcessional (NFL, current US$)",-0.033485647,0.033485647,reduces_default_risk,DEFAULT_PARIS_CLUB
"Children in employment, male (% of male children ages 7-14)",-0.03356223,0.03356223,reduces_default_risk,DEFAULT_LC_DEFAULT
General government final consumption expenditure (% of GDP),-0.03401742,0.03401742,reduces_default_risk,DEFAULT_FC_BONDS
Private credit bureau coverage (% of adults),-0.034023527,0.034023527,reduces_default_risk,DEFAULT_CHINA
Short-term debt (% of total reserves),-0.034041494,0.034041494,reduces_default_risk,DEFAULT_IBRD
"Net bilateral aid flows from DAC donors, Norway (current US$)",-0.03404587,0.03404587,reduces_default_risk,DEFAULT_FC_BONDS
"School enrollment, primary, private (% of total primary)",-0.03409486,0.03409486,reduces_default_risk,DEFAULT_CHINA
"Prevalence of underweight, weight for age (% of children under 5)",-0.0345951,0.0345951,reduces_default_risk,DEFAULT_IDA
Arms exports (SIPRI trend indicator values),-0.03467653,0.03467653,reduces_default_risk,DEFAULT_CHINA
"Secondary education, general pupils (% female)",-0.034941714,0.034941714,reduces_default_risk,DEFAULT_PARIS_CLUB
"Claims on central government, etc. (% GDP)",-0.035297103,0.035297103,reduces_default_risk,DEFAULT_IBRD
Urban population (% of total population),-0.036229137,0.036229137,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Total natural resources rents (% of GDP),-0.036272798,0.036272798,reduces_default_risk,DEFAULT_IDA
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),-0.036953963,0.036953963,reduces_default_risk,DEFAULT_CHINA
Coverage of social protection and labor programs (% of population),-0.03702567,0.03702567,reduces_default_risk,DEFAULT_IDA
Gross fixed capital formation (% of GDP),-0.03743357,0.03743357,reduces_default_risk,DEFAULT_FC_BONDS
Statistical Capacity Score (Overall Average) (scale 0 - 100),-0.037682608,0.037682608,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Import volume index (2015 = 100),-0.03829646,0.03829646,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Agricultural machinery, tractors per 100 sq. km of arable land",-0.038500972,0.038500972,reduces_default_risk,DEFAULT_IDA
CO2 emissions (kt),-0.038614675,0.038614675,reduces_default_risk,DEFAULT_IDA
Government Effectiveness: Percentile Rank,-0.038726658,0.038726658,reduces_default_risk,DEFAULT_IDA
Export value index (2015 = 100),-0.039275233,0.039275233,reduces_default_risk,DEFAULT_PARIS_CLUB
Fixed broadband subscriptions (per 100 people),-0.039908983,0.039908983,reduces_default_risk,DEFAULT_CHINA
Regulatory Quality: Standard Error,-0.041676547,0.041676547,reduces_default_risk,DEFAULT_IMF
"Service imports (BoP, current US$)",-0.041786887,0.041786887,reduces_default_risk,DEFAULT_FC_BONDS
Export unit value index (2015 = 100),-0.04186404,0.04186404,reduces_default_risk,DEFAULT_PARIS_CLUB
"Pupil-teacher ratio, primary",-0.04204236,0.04204236,reduces_default_risk,DEFAULT_IBRD
"PPG, IBRD (DOD, current US$)",-0.042106256,0.042106256,reduces_default_risk,DEFAULT_IDA
"Foreign direct investment, net outflows (BoP, current US$)",-0.042120725,0.042120725,reduces_default_risk,DEFAULT_FC_BANK_LOANS
Losses due to theft and vandalism (% of annual sales for affected firms),-0.042624164,0.042624164,reduces_default_risk,DEFAULT_FC_BONDS
"Total reserves (includes gold, current US$)",-0.04294539,0.04294539,reduces_default_risk,DEFAULT_IMF
"Pupil-teacher ratio, secondary",-0.04295479,0.04295479,reduces_default_risk,DEFAULT_IBRD
Domestic general government health expenditure per capita (current US$),-0.043154832,0.043154832,reduces_default_risk,DEFAULT_CHINA
Primary school age children out-of-school (%),-0.043338925,0.043338925,reduces_default_risk,DEFAULT_LC_DEFAULT
External debt stocks (% of GNI),-0.0448669,0.0448669,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Consumer price index (2010 = 100),-0.04532454,0.04532454,reduces_default_risk,DEFAULT_LC_DEFAULT
Changes in inventories (current US$),-0.046613723,0.046613723,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"Portfolio investment, net (BoP, current US$)",-0.04670494,0.04670494,reduces_default_risk,DEFAULT_PARIS_CLUB
Net primary income (Net income from abroad) (current US$),-0.046790868,0.046790868,reduces_default_risk,DEFAULT_LC_DEFAULT
Ores and metals exports (% of merchandise exports),-0.047448333,0.047448333,reduces_default_risk,DEFAULT_IMF
GDP per capita (current LCU),-0.047457725,0.047457725,reduces_default_risk,DEFAULT_IMF
Refugee population by country or territory of origin,-0.048167724,0.048167724,reduces_default_risk,DEFAULT_IMF
DEC alternative conversion factor (LCU per US$),-0.048371885,0.048371885,reduces_default_risk,DEFAULT_CHINA
UHC service coverage index,-0.049621586,0.049621586,reduces_default_risk,DEFAULT_CHINA
"People practicing open defecation, rural (% of rural population)",-0.049733173,0.049733173,reduces_default_risk,DEFAULT_LC_DEFAULT
Public and publicly guaranteed debt service (% of GNI),-0.049851313,0.049851313,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Adjusted savings: consumption of fixed capital (% of GNI),-0.05067173,0.05067173,reduces_default_risk,DEFAULT_IDA
GDP deflator: linked series (base year varies by country),-0.050690368,0.050690368,reduces_default_risk,DEFAULT_LC_DEFAULT
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",-0.05084039,0.05084039,reduces_default_risk,DEFAULT_IBRD
"Inflation, GDP deflator (annual %)",-0.05111256,0.05111256,reduces_default_risk,DEFAULT_IADB
"Prevalence of wasting, weight for height (% of children under 5)",-0.05143198,0.05143198,reduces_default_risk,DEFAULT_IDA
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",-0.051611356,0.051611356,reduces_default_risk,DEFAULT_LC_DEFAULT
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",-0.05198355,0.05198355,reduces_default_risk,DEFAULT_FC_BONDS
Women Business and the Law Index Score (scale 1-100),-0.0520499,0.0520499,reduces_default_risk,DEFAULT_IMF
"Time to export, documentary compliance (hours)",-0.052159045,0.052159045,reduces_default_risk,DEFAULT_CHINA
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",-0.052182924,0.052182924,reduces_default_risk,DEFAULT_FC_BONDS
Trade (% of GDP),-0.05237317,0.05237317,reduces_default_risk,DEFAULT_LC_DEFAULT
"Net official flows from UN agencies, UNICEF (current US$)",-0.052670997,0.052670997,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Total debt service (% of GNI),-0.054398455,0.054398455,reduces_default_risk,DEFAULT_IDA
GDP (current US$),-0.05488878,0.05488878,reduces_default_risk,NO_DEFAULT
Net foreign assets (current LCU),-0.05495162,0.05495162,reduces_default_risk,DEFAULT_IMF
Rural population (% of total population),-0.05578406,0.05578406,reduces_default_risk,NO_DEFAULT
"Net bilateral aid flows from DAC donors, France (current US$)",-0.05599083,0.05599083,reduces_default_risk,DEFAULT_PARIS_CLUB
Ratio of female to male labor force participation rate (%) (national estimate),-0.056252353,0.056252353,reduces_default_risk,DEFAULT_IADB
Sex ratio at birth (male births per female births),-0.056372985,0.056372985,reduces_default_risk,DEFAULT_IBRD
Net investment in nonfinancial assets (current LCU),-0.056694057,0.056694057,reduces_default_risk,DEFAULT_FC_BONDS
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",-0.057892926,0.057892926,reduces_default_risk,DEFAULT_PARIS_CLUB
Import volume index (2015 = 100),-0.05929695,0.05929695,reduces_default_risk,DEFAULT_FC_BANK_LOANS
GDP deflator (base year varies by country),-0.060210947,0.060210947,reduces_default_risk,DEFAULT_IMF
"PPG, IDA (DOD, current US$)",-0.060810827,0.060810827,reduces_default_risk,DEFAULT_IDA
"School enrollment, secondary (gross), gender parity index (GPI)",-0.061052915,0.061052915,reduces_default_risk,DEFAULT_PARIS_CLUB
Individuals using the Internet (% of population),-0.06433321,0.06433321,reduces_default_risk,DEFAULT_IDA
"Mortality rate, neonatal (per 1,000 live births)",-0.06503665,0.06503665,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Fixed telephone subscriptions,-0.06524799,0.06524799,reduces_default_risk,NO_DEFAULT
"Net bilateral aid flows from DAC donors, France (current US$)",-0.069463305,0.069463305,reduces_default_risk,DEFAULT_IMF
"Net financial flows, RDB concessional (NFL, current US$)",-0.07328538,0.07328538,reduces_default_risk,DEFAULT_IBRD
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",-0.07439143,0.07439143,reduces_default_risk,DEFAULT_IADB
Export volume index (2015 = 100),-0.0766075,0.0766075,reduces_default_risk,DEFAULT_PARIS_CLUB
Prevalence of anemia among children (% of children ages 6-59 months),-0.077661,0.077661,reduces_default_risk,DEFAULT_PARIS_CLUB
"Official exchange rate (LCU per US$, period average)",-0.078470185,0.078470185,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Proportion of people living below 50 percent of median income (%),-0.08020961,0.08020961,reduces_default_risk,DEFAULT_IADB
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",-0.08078256,0.08078256,reduces_default_risk,DEFAULT_IDA
Net primary income (Net income from abroad) (current US$),-0.081322044,0.081322044,reduces_default_risk,DEFAULT_FC_BANK_LOANS
Import value index (2015 = 100),-0.08261706,0.08261706,reduces_default_risk,DEFAULT_IADB
Gross fixed capital formation (current US$),-0.08263666,0.08263666,reduces_default_risk,DEFAULT_CHINA
Ores and metals imports (% of merchandise imports),-0.08269424,0.08269424,reduces_default_risk,DEFAULT_IADB
Net investment in nonfinancial assets (% of GDP),-0.08422703,0.08422703,reduces_default_risk,DEFAULT_FC_BONDS
"Net financial flows, multilateral (NFL, current US$)",-0.08642045,0.08642045,reduces_default_risk,DEFAULT_IADB
"Internally displaced persons, total displaced by conflict and violence (number of people)",-0.08669614,0.08669614,reduces_default_risk,DEFAULT_FC_BONDS
"Domestic general government health expenditure per capita, PPP (current international $)",-0.091184,0.091184,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
GNI per capita (constant 2015 US$),-0.09360321,0.09360321,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"Employment in industry, male (% of male employment) (modeled ILO estimate)",-0.09497751,0.09497751,reduces_default_risk,DEFAULT_IADB
Export unit value index (2015 = 100),-0.09766541,0.09766541,reduces_default_risk,DEFAULT_IADB
Total reserves (% of total external debt),-0.10229046,0.10229046,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Agricultural land (% of land area),-0.10276177,0.10276177,reduces_default_risk,DEFAULT_IADB
Adjusted net national income per capita (constant 2015 US$),-0.10398643,0.10398643,reduces_default_risk,DEFAULT_PARIS_CLUB
"Charges for the use of intellectual property, payments (BoP, current US$)",-0.105627045,0.105627045,reduces_default_risk,DEFAULT_IADB
"Annual freshwater withdrawals, total (% of internal resources)",-0.10645901,0.10645901,reduces_default_risk,DEFAULT_IADB
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),-0.10967901,0.10967901,reduces_default_risk,DEFAULT_PARIS_CLUB
"Maternal mortality ratio (national estimate, per 100,000 live births)",-0.12071605,0.12071605,reduces_default_risk,DEFAULT_PARIS_CLUB
Total reserves (% of total external debt),-0.12724297,0.12724297,reduces_default_risk,DEFAULT_FC_BANK_LOANS
GDP deflator (base year varies by country),-0.13072354,0.13072354,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Urban population living in areas where elevation is below 5 meters (% of total population),-0.15470259,0.15470259,reduces_default_risk,DEFAULT_LC_DEFAULT
"Prevalence of wasting, weight for height (% of children under 5)",-0.16812311,0.16812311,reduces_default_risk,DEFAULT_FC_BONDS
ICT goods exports (% of total goods exports),-0.16870037,0.16870037,reduces_default_risk,DEFAULT_LC_DEFAULT
"Net financial flows, IDA (NFL, current US$)",-0.1808627,0.1808627,reduces_default_risk,DEFAULT_CHINA
Population density (people per sq. km of land area),-0.1879768,0.1879768,reduces_default_risk,DEFAULT_IADB
"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",-0.20606545,0.20606545,reduces_default_risk,DEFAULT_IBRD
Gross fixed capital formation (% of GDP),-0.2151705,0.2151705,reduces_default_risk,DEFAULT_IBRD
Adjusted savings: gross savings (% of GNI),-0.24948813,0.24948813,reduces_default_risk,DEFAULT_IMF
Fixed telephone subscriptions (per 100 people),-0.25385627,0.25385627,reduces_default_risk,DEFAULT_IMF
Population density (people per sq. km of land area),-0.27161756,0.27161756,reduces_default_risk,DEFAULT_FC_BANK_LOANS
GDP deflator: linked series (base year varies by country),-0.30469576,0.30469576,reduces_default_risk,DEFAULT_IBRD
Government Effectiveness: Estimate,-0.3164064,0.3164064,reduces_default_risk,DEFAULT_IDA
Export value index (2015 = 100),-0.3607982,0.3607982,reduces_default_risk,DEFAULT_IADB
Women Business and the Law Index Score (scale 1-100),-0.40096086,0.40096086,reduces_default_risk,DEFAULT_FC_BANK_LOANS
Renewable internal freshwater resources per capita (cubic meters),-0.4489529,0.4489529,reduces_default_risk,DEFAULT_IADB
Total reserves minus gold (current US$),-0.49390242,0.49390242,reduces_default_risk,DEFAULT_IMF
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",-0.6859341,0.6859341,reduces_default_risk,DEFAULT_IDA
